country,iso3c,year,coverage,measure,format,source,timespan,lorenz_points
Costa Rica,CRI,1999,National,Income,Unit record,CRI_N1999Y,UnDefined,100
Costa Rica,CRI,2000,National,Income,Unit record,CRI_N2000Y,UnDefined,100
Costa Rica,CRI,2001,National,Income,Unit record,CRI_N2001Y,UnDefined,100
Costa Rica,CRI,2002,National,Income,Unit record,CRI_N2002Y,UnDefined,100
Costa Rica,CRI,2003,National,Income,Unit record,CRI_N2003Y,UnDefined,100
Costa Rica,CRI,2004,National,Income,Unit record,CRI_N2004Y,UnDefined,100
Costa Rica,CRI,2005,National,Income,Unit record,CRI_N2005Y,UnDefined,100
Costa Rica,CRI,2006,National,Income,Unit record,CRI_N2006Y,UnDefined,100
Costa Rica,CRI,2007,National,Income,Unit record,CRI_N2007Y,UnDefined,100
Costa Rica,CRI,2008,National,Income,Unit record,CRI_N2008Y,UnDefined,100
Costa Rica,CRI,2009,National,Income,Unit record,CRI_N2009Y,UnDefined,100
Costa Rica,CRI,2010,National,Income,Unit record,CRI_N2010Y,UnDefined,100
Costa Rica,CRI,2011,National,Income,Unit record,CRI_N2011Y,UnDefined,100
Costa Rica,CRI,2012,National,Income,Unit record,CRI_N2012Y,UnDefined,100
Costa Rica,CRI,2013,National,Income,Unit record,CRI_N2013Y,UnDefined,100
Costa Rica,CRI,2014,National,Income,Unit record,CRI_N2014Y,UnDefined,100
Cyprus,CYP,2004,National,Income,Unit record,CYP_N2004Y,UnDefined,100
Cyprus,CYP,2005,National,Income,Unit record,CYP_N2005Y,UnDefined,100
Cyprus,CYP,2006,National,Income,Unit record,CYP_N2006Y,UnDefined,100
Cyprus,CYP,2007,National,Income,Unit record,CYP_N2007Y,UnDefined,100
Cyprus,CYP,2008,National,Income,Unit record,CYP_N2008Y,UnDefined,100
Cyprus,CYP,2009,National,Income,Unit record,CYP_N2009Y,UnDefined,100
Cyprus,CYP,2010,National,Income,Unit record,CYP_N2010Y,UnDefined,100
Cyprus,CYP,2011,National,Income,Unit record,CYP_N2011Y,UnDefined,100
Cyprus,CYP,2012,National,Income,Unit record,CYP_N2012Y,UnDefined,100
Czech Republic,CZE,1988,National,Income,Grouped,CZE_N1988Y,UnDefined,10
Czech Republic,CZE,1993,National,Income,Grouped,CZE_N1993Y,UnDefined,10
Czech Republic,CZE,1996,National,Income,Grouped,CZE_N1996Y,UnDefined,10
Czech Republic,CZE,2004,National,Income,Unit record,CZE_N2004Y,UnDefined,100
Czech Republic,CZE,2005,National,Income,Unit record,CZE_N2005Y,UnDefined,100
Czech Republic,CZE,2006,National,Income,Unit record,CZE_N2006Y,UnDefined,100
Czech Republic,CZE,2007,National,Income,Unit record,CZE_N2007Y,UnDefined,100
Czech Republic,CZE,2008,National,Income,Unit record,CZE_N2008Y,UnDefined,100
Czech Republic,CZE,2009,National,Income,Unit record,CZE_N2009Y,UnDefined,100
Czech Republic,CZE,2010,National,Income,Unit record,CZE_N2010Y,UnDefined,100
Czech Republic,CZE,2011,National,Income,Unit record,CZE_N2011Y,UnDefined,100
Czech Republic,CZE,2012,National,Income,Unit record,CZE_N2012Y,UnDefined,100
Germany,DEU,2006,National,Income,Unit record,DEU_N2006Y,UnDefined,100
Germany,DEU,2007,National,Income,Unit record,DEU_N2007Y,UnDefined,100
Germany,DEU,2008,National,Income,Unit record,DEU_N2008Y,UnDefined,100
Germany,DEU,2009,National,Income,Unit record,DEU_N2009Y,UnDefined,100
Germany,DEU,2010,National,Income,Unit record,DEU_N2010Y,UnDefined,100
Germany,DEU,2011,National,Income,Unit record,DEU_N2011Y,UnDefined,100
Djibouti,DJI,2002,National,Consumption,Unit record,DJI_N2002X,UnDefined,100
Djibouti,DJI,2012,National,Consumption,Unit record,DJI_N2012X,UnDefined,100
Djibouti,DJI,2013,National,Consumption,Unit record,DJI_N2013X,UnDefined,100
Denmark,DNK,2004,National,Income,Unit record,DNK_N2004Y,UnDefined,100
Denmark,DNK,2005,National,Income,Unit record,DNK_N2005Y,UnDefined,100
Denmark,DNK,2006,National,Income,Unit record,DNK_N2006Y,UnDefined,100
Denmark,DNK,2007,National,Income,Unit record,DNK_N2007Y,UnDefined,100
Denmark,DNK,2008,National,Income,Unit record,DNK_N2008Y,UnDefined,100
Denmark,DNK,2009,National,Income,Unit record,DNK_N2009Y,UnDefined,100
Denmark,DNK,2010,National,Income,Unit record,DNK_N2010Y,UnDefined,100
Denmark,DNK,2011,National,Income,Unit record,DNK_N2011Y,UnDefined,100
Denmark,DNK,2012,National,Income,Unit record,DNK_N2012Y,UnDefined,100
Dominican Republic,DOM,1986,National,Income,Grouped,DOM_N1986Y,UnDefined,20
Dominican Republic,DOM,1989,National,Income,Grouped,DOM_N1989Y,UnDefined,10
Dominican Republic,DOM,1992,National,Income,Grouped,DOM_N1992Y,UnDefined,10
Dominican Republic,DOM,1996,National,Income,Unit record,DOM_N1996Y,UnDefined,100
Dominican Republic,DOM,1997,National,Income,Unit record,DOM_N1997Y,UnDefined,100
Dominican Republic,DOM,2000,National,Income,Unit record,DOM_N2000Y,UnDefined,100
Dominican Republic,DOM,2001,National,Income,Unit record,DOM_N2001Y,UnDefined,100
Dominican Republic,DOM,2002,National,Income,Unit record,DOM_N2002Y,UnDefined,100
Dominican Republic,DOM,2003,National,Income,Unit record,DOM_N2003Y,UnDefined,100
Dominican Republic,DOM,2004,National,Income,Unit record,DOM_N2004Y,UnDefined,100
Dominican Republic,DOM,2005,National,Income,Unit record,DOM_N2005Y,UnDefined,100
Dominican Republic,DOM,2006,National,Income,Unit record,DOM_N2006Y,UnDefined,100
Dominican Republic,DOM,2007,National,Income,Unit record,DOM_N2007Y,UnDefined,100
Dominican Republic,DOM,2008,National,Income,Unit record,DOM_N2008Y,UnDefined,100
Dominican Republic,DOM,2009,National,Income,Unit record,DOM_N2009Y,UnDefined,100
Dominican Republic,DOM,2010,National,Income,Unit record,DOM_N2010Y,UnDefined,100
Dominican Republic,DOM,2011,National,Income,Unit record,DOM_N2011Y,UnDefined,100
Dominican Republic,DOM,2012,National,Income,Unit record,DOM_N2012Y,UnDefined,100
Dominican Republic,DOM,2013,National,Income,Unit record,DOM_N2013Y,UnDefined,100
Ecuador,ECU,1995,Urban,Income,Unit record,ECU_U1995Y,UnDefined,100
Ecuador,ECU,1987,National,Income,Grouped,ECU_N1987Y,UnDefined,20
Ecuador,ECU,1994,National,Income,Unit record,ECU_N1994Y,UnDefined,100
Ecuador,ECU,1998,National,Income,Unit record,ECU_N1998Y,UnDefined,100
Ecuador,ECU,1999,National,Income,Unit record,ECU_N1999Y,UnDefined,100
Ecuador,ECU,2000,National,Income,Unit record,ECU_N2000Y,UnDefined,100
Ecuador,ECU,2003,National,Income,Unit record,ECU_N2003Y,UnDefined,100
Ecuador,ECU,2004,National,Income,Unit record,ECU_N2004Y,UnDefined,100
Ecuador,ECU,2005,National,Income,Unit record,ECU_N2005Y,UnDefined,100
Ecuador,ECU,2006,National,Income,Unit record,ECU_N2006Y,UnDefined,100
Ecuador,ECU,2007,National,Income,Unit record,ECU_N2007Y,UnDefined,100
Ecuador,ECU,2008,National,Income,Unit record,ECU_N2008Y,UnDefined,100
Ecuador,ECU,2009,National,Income,Unit record,ECU_N2009Y,UnDefined,100
Ecuador,ECU,2010,National,Income,Unit record,ECU_N2010Y,UnDefined,100
Ecuador,ECU,2011,National,Income,Unit record,ECU_N2011Y,UnDefined,100
Ecuador,ECU,2012,National,Income,Unit record,ECU_N2012Y,UnDefined,100
Ecuador,ECU,2013,National,Income,Unit record,ECU_N2013Y,UnDefined,100
Ecuador,ECU,2014,National,Income,Unit record,ECU_N2014Y,UnDefined,100
Spain,ESP,2004,National,Income,Unit record,ESP_N2004Y,UnDefined,100
Spain,ESP,2005,National,Income,Unit record,ESP_N2005Y,UnDefined,100
Spain,ESP,2006,National,Income,Unit record,ESP_N2006Y,UnDefined,100
Spain,ESP,2007,National,Income,Unit record,ESP_N2007Y,UnDefined,100
Spain,ESP,2008,National,Income,Unit record,ESP_N2008Y,UnDefined,100
Spain,ESP,2009,National,Income,Unit record,ESP_N2009Y,UnDefined,100
Spain,ESP,2010,National,Income,Unit record,ESP_N2010Y,UnDefined,100
Spain,ESP,2011,National,Income,Unit record,ESP_N2011Y,UnDefined,100
Spain,ESP,2012,National,Income,Unit record,ESP_N2012Y,UnDefined,100
Estonia,EST,1988,National,Income,Grouped,EST_N1988Y,UnDefined,5
Estonia,EST,1993,National,Income,Grouped,EST_N1993Y,UnDefined,10
Estonia,EST,1995,National,Consumption,Grouped,EST_N1995X,UnDefined,10
Estonia,EST,1998,National,Consumption,Grouped,EST_N1998X,UnDefined,20
Estonia,EST,2000,National,Consumption,Unit record,EST_N2000X,UnDefined,100
Estonia,EST,2001,National,Consumption,Unit record,EST_N2001X,UnDefined,100
Estonia,EST,2002,National,Consumption,Unit record,EST_N2002X,UnDefined,100
Estonia,EST,2003,National,Consumption,Unit record,EST_N2003X,UnDefined,100
Estonia,EST,2003,National,Income,Unit record,EST_N2003Y,UnDefined,100
Estonia,EST,2004,National,Consumption,Unit record,EST_N2004X,UnDefined,100
Estonia,EST,2004,National,Income,Unit record,EST_N2004Y,UnDefined,100
Estonia,EST,2005,National,Income,Unit record,EST_N2005Y,UnDefined,100
Estonia,EST,2006,National,Income,Unit record,EST_N2006Y,UnDefined,100
Estonia,EST,2007,National,Income,Unit record,EST_N2007Y,UnDefined,100
Estonia,EST,2008,National,Income,Unit record,EST_N2008Y,UnDefined,100
Estonia,EST,2009,National,Income,Unit record,EST_N2009Y,UnDefined,100
Estonia,EST,2010,National,Income,Unit record,EST_N2010Y,UnDefined,100
Estonia,EST,2011,National,Income,Unit record,EST_N2011Y,UnDefined,100
Estonia,EST,2012,National,Income,Unit record,EST_N2012Y,UnDefined,100
Ethiopia,ETH,1981,Rural,Consumption,Grouped,ETH_R1981X,UnDefined,20
Ethiopia,ETH,1995,National,Consumption,Unit record,ETH_N1995X,UnDefined,100
Ethiopia,ETH,1999,National,Consumption,Unit record,ETH_N1999X,UnDefined,100
Ethiopia,ETH,2004,National,Consumption,Unit record,ETH_N2004X,UnDefined,100
Ethiopia,ETH,2010,National,Consumption,Unit record,ETH_N2010X,UnDefined,100
Finland,FIN,2004,National,Income,Unit record,FIN_N2004Y,UnDefined,100
Finland,FIN,2005,National,Income,Unit record,FIN_N2005Y,UnDefined,100
Finland,FIN,2006,National,Income,Unit record,FIN_N2006Y,UnDefined,100
Finland,FIN,2007,National,Income,Unit record,FIN_N2007Y,UnDefined,100
Finland,FIN,2008,National,Income,Unit record,FIN_N2008Y,UnDefined,100
Finland,FIN,2009,National,Income,Unit record,FIN_N2009Y,UnDefined,100
Finland,FIN,2010,National,Income,Unit record,FIN_N2010Y,UnDefined,100
Finland,FIN,2011,National,Income,Unit record,FIN_N2011Y,UnDefined,100
Finland,FIN,2012,National,Income,Unit record,FIN_N2012Y,UnDefined,100
Fiji,FJI,2002,National,Consumption,Unit record,FJI_N2002X,UnDefined,100
Fiji,FJI,2008,National,Consumption,Unit record,FJI_N2008X,UnDefined,100
France,FRA,2004,National,Income,Unit record,FRA_N2004Y,UnDefined,100
France,FRA,2005,National,Income,Unit record,FRA_N2005Y,UnDefined,100
France,FRA,2006,National,Income,Unit record,FRA_N2006Y,UnDefined,100
France,FRA,2007,National,Income,Unit record,FRA_N2007Y,UnDefined,100
France,FRA,2008,National,Income,Unit record,FRA_N2008Y,UnDefined,100
France,FRA,2010,National,Income,Unit record,FRA_N2010Y,UnDefined,100
France,FRA,2011,National,Income,Unit record,FRA_N2011Y,UnDefined,100
France,FRA,2012,National,Income,Unit record,FRA_N2012Y,UnDefined,100
"Micronesia, Federated States of",FSM,2000,Urban,Income,Unit record,FSM_U2000Y,UnDefined,100
"Micronesia, Federated States of",FSM,2005,National,Consumption,Unit record,FSM_N2005X,UnDefined,100
"Micronesia, Federated States of",FSM,2013,National,Consumption,Unit record,FSM_N2013X,UnDefined,100
Gabon,GAB,2005,National,Consumption,Unit record,GAB_N2005X,UnDefined,100
United Kingdom,GBR,2004,National,Income,Unit record,GBR_N2004Y,UnDefined,100
United Kingdom,GBR,2005,National,Income,Unit record,GBR_N2005Y,UnDefined,100
United Kingdom,GBR,2006,National,Income,Unit record,GBR_N2006Y,UnDefined,100
United Kingdom,GBR,2007,National,Income,Unit record,GBR_N2007Y,UnDefined,100
United Kingdom,GBR,2008,National,Income,Unit record,GBR_N2008Y,UnDefined,100
United Kingdom,GBR,2009,National,Income,Unit record,GBR_N2009Y,UnDefined,100
United Kingdom,GBR,2010,National,Income,Unit record,GBR_N2010Y,UnDefined,100
United Kingdom,GBR,2011,National,Income,Unit record,GBR_N2011Y,UnDefined,100
United Kingdom,GBR,2012,National,Income,Unit record,GBR_N2012Y,UnDefined,100
Georgia,GEO,1996,National,Consumption,Grouped,GEO_N1996X,UnDefined,10
Georgia,GEO,1997,National,Consumption,Unit record,GEO_N1997X,UnDefined,100
Georgia,GEO,1998,National,Consumption,Unit record,GEO_N1998X,UnDefined,100
Georgia,GEO,1999,National,Consumption,Unit record,GEO_N1999X,UnDefined,100
Georgia,GEO,2000,National,Consumption,Unit record,GEO_N2000X,UnDefined,100
Georgia,GEO,2001,National,Consumption,Unit record,GEO_N2001X,UnDefined,100
Georgia,GEO,2002,National,Consumption,Unit record,GEO_N2002X,UnDefined,100
Georgia,GEO,2003,National,Consumption,Unit record,GEO_N2003X,UnDefined,100
Georgia,GEO,2004,National,Consumption,Unit record,GEO_N2004X,UnDefined,100
Georgia,GEO,2005,National,Consumption,Unit record,GEO_N2005X,UnDefined,100
Georgia,GEO,2006,National,Consumption,Unit record,GEO_N2006X,UnDefined,100
Georgia,GEO,2007,National,Consumption,Unit record,GEO_N2007X,UnDefined,100
Georgia,GEO,2008,National,Consumption,Unit record,GEO_N2008X,UnDefined,100
Georgia,GEO,2009,National,Consumption,Unit record,GEO_N2009X,UnDefined,100
Georgia,GEO,2010,National,Consumption,Unit record,GEO_N2010X,UnDefined,100
Georgia,GEO,2011,National,Consumption,Unit record,GEO_N2011X,UnDefined,100
Georgia,GEO,2012,National,Consumption,Unit record,GEO_N2012X,UnDefined,100
Georgia,GEO,2013,National,Consumption,Unit record,GEO_N2013X,UnDefined,100
Georgia,GEO,2014,National,Consumption,Unit record,GEO_N2014X,UnDefined,100
Ghana,GHA,1987,National,Consumption,Grouped,GHA_N1987X,UnDefined,10
Ghana,GHA,1988,National,Consumption,Grouped,GHA_N1988X,UnDefined,10
Ghana,GHA,1991,National,Consumption,Unit record,GHA_N1991X,UnDefined,100
Ghana,GHA,1998,National,Consumption,Unit record,GHA_N1998X,UnDefined,100
Ghana,GHA,2005,National,Consumption,Unit record,GHA_N2005X,UnDefined,100
Guinea,GIN,1991,National,Consumption,Grouped,GIN_N1991X,UnDefined,5
Guinea,GIN,1994,National,Consumption,Unit record,GIN_N1994X,UnDefined,100
Guinea,GIN,2002,National,Consumption,Unit record,GIN_N2002X,UnDefined,100
Guinea,GIN,2007,National,Consumption,Unit record,GIN_N2007X,UnDefined,100
Guinea,GIN,2012,National,Consumption,Unit record,GIN_N2012X,UnDefined,100
"Gambia, The",GMB,1998,National,Consumption,Unit record,GMB_N1998X,UnDefined,100
"Gambia, The",GMB,2003,National,Consumption,Unit record,GMB_N2003X,UnDefined,100
Guinea-Bissau,GNB,1991,National,Consumption,Grouped,GNB_N1991X,UnDefined,10
Guinea-Bissau,GNB,1993,National,Consumption,Unit record,GNB_N1993X,UnDefined,100
Guinea-Bissau,GNB,2002,National,Consumption,Unit record,GNB_N2002X,UnDefined,100
Guinea-Bissau,GNB,2010,National,Consumption,Unit record,GNB_N2010X,UnDefined,100
Greece,GRC,2004,National,Income,Unit record,GRC_N2004Y,UnDefined,100
Greece,GRC,2005,National,Income,Unit record,GRC_N2005Y,UnDefined,100
Greece,GRC,2006,National,Income,Unit record,GRC_N2006Y,UnDefined,100
Greece,GRC,2007,National,Income,Unit record,GRC_N2007Y,UnDefined,100
Greece,GRC,2008,National,Income,Unit record,GRC_N2008Y,UnDefined,100
Greece,GRC,2009,National,Income,Unit record,GRC_N2009Y,UnDefined,100
Greece,GRC,2010,National,Income,Unit record,GRC_N2010Y,UnDefined,100
Greece,GRC,2011,National,Income,Unit record,GRC_N2011Y,UnDefined,100
Greece,GRC,2012,National,Income,Unit record,GRC_N2012Y,UnDefined,100
Guatemala,GTM,1986,National,Income,Grouped,GTM_N1986Y,UnDefined,10
Guatemala,GTM,1989,National,Income,Grouped,GTM_N1989Y,UnDefined,10
Guatemala,GTM,1998,National,Income,Grouped,GTM_N1998Y,UnDefined,20
Guatemala,GTM,2000,National,Income,Unit record,GTM_N2000Y,UnDefined,100
Guatemala,GTM,2006,National,Income,Unit record,GTM_N2006Y,UnDefined,100
Guatemala,GTM,2011,National,Income,Unit record,GTM_N2011Y,UnDefined,100
Guatemala,GTM,2014,National,Income,Unit record,GTM_N2014Y,UnDefined,100
Guyana,GUY,1992,National,Income,Grouped,GUY_N1992Y,UnDefined,10
Guyana,GUY,1998,National,Income,Grouped,GUY_N1998Y,UnDefined,10
Honduras,HND,1986,Urban,Income,Grouped,HND_U1986Y,UnDefined,10
Honduras,HND,1989,National,Income,Grouped,HND_N1989Y,UnDefined,10
Honduras,HND,1990,National,Income,Grouped,HND_N1990Y,UnDefined,20
Honduras,HND,1991,National,Income,Unit record,HND_N1991Y,UnDefined,100
Honduras,HND,1992,National,Income,Unit record,HND_N1992Y,UnDefined,100
Honduras,HND,1993,National,Income,Unit record,HND_N1993Y,UnDefined,100
Honduras,HND,1994,National,Income,Unit record,HND_N1994Y,UnDefined,100
Honduras,HND,1995,National,Income,Unit record,HND_N1995Y,UnDefined,100
Honduras,HND,1996,National,Income,Unit record,HND_N1996Y,UnDefined,100
Honduras,HND,1997,National,Income,Unit record,HND_N1997Y,UnDefined,100
Honduras,HND,1998,National,Income,Unit record,HND_N1998Y,UnDefined,100
Honduras,HND,1999,National,Income,Unit record,HND_N1999Y,UnDefined,100
Honduras,HND,2001,National,Income,Unit record,HND_N2001Y,UnDefined,100
Honduras,HND,2002,National,Income,Unit record,HND_N2002Y,UnDefined,100
Honduras,HND,2003,National,Income,Unit record,HND_N2003Y,UnDefined,100
Honduras,HND,2004,National,Income,Unit record,HND_N2004Y,UnDefined,100
Honduras,HND,2005,National,Income,Unit record,HND_N2005Y,UnDefined,100
Honduras,HND,2006,National,Income,Unit record,HND_N2006Y,UnDefined,100
Honduras,HND,2007,National,Income,Unit record,HND_N2007Y,UnDefined,100
Honduras,HND,2008,National,Income,Unit record,HND_N2008Y,UnDefined,100
Honduras,HND,2009,National,Income,Unit record,HND_N2009Y,UnDefined,100
Honduras,HND,2010,National,Income,Unit record,HND_N2010Y,UnDefined,100
Honduras,HND,2011,National,Income,Unit record,HND_N2011Y,UnDefined,100
Honduras,HND,2012,National,Income,Unit record,HND_N2012Y,UnDefined,100
Honduras,HND,2013,National,Income,Unit record,HND_N2013Y,UnDefined,100
Honduras,HND,2014,National,Income,Unit record,HND_N2014Y,UnDefined,100
Croatia,HRV,1988,National,Income,Grouped,HRV_N1988Y,UnDefined,10
Croatia,HRV,1998,National,Consumption,Unit record,HRV_N1998X,UnDefined,100
Croatia,HRV,1999,National,Consumption,Grouped,HRV_N1999X,UnDefined,10
Croatia,HRV,2000,National,Consumption,Grouped,HRV_N2000X,UnDefined,10
Croatia,HRV,2001,National,Consumption,Grouped,HRV_N2001X,UnDefined,10
Croatia,HRV,2004,National,Consumption,Unit record,HRV_N2004X,UnDefined,100
Croatia,HRV,2008,National,Consumption,Unit record,HRV_N2008X,UnDefined,100
Croatia,HRV,2009,National,Consumption,Unit record,HRV_N2009X,UnDefined,100
Croatia,HRV,2009,National,Income,Unit record,HRV_N2009Y,UnDefined,100
Croatia,HRV,2010,National,Consumption,Unit record,HRV_N2010X,UnDefined,100
Croatia,HRV,2010,National,Income,Unit record,HRV_N2010Y,UnDefined,100
Croatia,HRV,2011,National,Income,Unit record,HRV_N2011Y,UnDefined,100
Croatia,HRV,2012,National,Income,Unit record,HRV_N2012Y,UnDefined,100
Haiti,HTI,2001,National,Income,Unit record,HTI_N2001Y,UnDefined,100
Haiti,HTI,2012,National,Income,Unit record,HTI_N2012Y,UnDefined,100
Hungary,HUN,1987,National,Income,Grouped,HUN_N1987Y,UnDefined,7
Hungary,HUN,1989,National,Income,Grouped,HUN_N1989Y,UnDefined,14
Hungary,HUN,1993,National,Income,Grouped,HUN_N1993Y,UnDefined,10
Hungary,HUN,1998,National,Consumption,Unit record,HUN_N1998X,UnDefined,100
Hungary,HUN,1999,National,Consumption,Unit record,HUN_N1999X,UnDefined,100
Hungary,HUN,2000,National,Consumption,Unit record,HUN_N2000X,UnDefined,100
Hungary,HUN,2001,National,Consumption,Unit record,HUN_N2001X,UnDefined,100
Hungary,HUN,2002,National,Consumption,Unit record,HUN_N2002X,UnDefined,100
Hungary,HUN,2003,National,Consumption,Unit record,HUN_N2003X,UnDefined,100
Hungary,HUN,2004,National,Consumption,Unit record,HUN_N2004X,UnDefined,100
Hungary,HUN,2004,National,Income,Unit record,HUN_N2004Y,UnDefined,100
Hungary,HUN,2005,National,Consumption,Unit record,HUN_N2005X,UnDefined,100
Hungary,HUN,2005,National,Income,Unit record,HUN_N2005Y,UnDefined,100
Hungary,HUN,2006,National,Consumption,Unit record,HUN_N2006X,UnDefined,100
Hungary,HUN,2006,National,Income,Unit record,HUN_N2006Y,UnDefined,100
Hungary,HUN,2007,National,Consumption,Unit record,HUN_N2007X,UnDefined,100
Hungary,HUN,2007,National,Income,Unit record,HUN_N2007Y,UnDefined,100
Hungary,HUN,2008,National,Income,Unit record,HUN_N2008Y,UnDefined,100
Hungary,HUN,2009,National,Income,Unit record,HUN_N2009Y,UnDefined,100
Hungary,HUN,2010,National,Income,Unit record,HUN_N2010Y,UnDefined,100
Hungary,HUN,2011,National,Income,Unit record,HUN_N2011Y,UnDefined,100
Hungary,HUN,2012,National,Income,Unit record,HUN_N2012Y,UnDefined,100
Indonesia,IDN,1984,Rural,Consumption,Grouped,IDN_R1984X,UnDefined,10
Indonesia,IDN,1987,Rural,Consumption,Grouped,IDN_R1987X,UnDefined,10
Indonesia,IDN,1990,Rural,Consumption,Grouped,IDN_R1990X,UnDefined,38
Indonesia,IDN,1993,Rural,Consumption,Unit record,IDN_R1993X,UnDefined,100
Indonesia,IDN,1996,Rural,Consumption,Unit record,IDN_R1996X,UnDefined,100
Indonesia,IDN,1998,Rural,Consumption,Unit record,IDN_R1998X,UnDefined,100
Indonesia,IDN,1999,Rural,Consumption,Unit record,IDN_R1999X,UnDefined,100
Indonesia,IDN,2000,Rural,Consumption,Unit record,IDN_R2000X,UnDefined,100
Indonesia,IDN,2001,Rural,Consumption,Unit record,IDN_R2001X,UnDefined,100
Indonesia,IDN,2002,Rural,Consumption,Unit record,IDN_R2002X,UnDefined,100
Indonesia,IDN,2003,Rural,Consumption,Unit record,IDN_R2003X,UnDefined,100
Indonesia,IDN,2004,Rural,Consumption,Unit record,IDN_R2004X,UnDefined,100
Indonesia,IDN,2005,Rural,Consumption,Unit record,IDN_R2005X,UnDefined,100
Indonesia,IDN,2006,Rural,Consumption,Unit record,IDN_R2006X,UnDefined,100
Indonesia,IDN,2007,Rural,Consumption,Unit record,IDN_R2007X,UnDefined,100
Indonesia,IDN,2008,Rural,Consumption,Unit record,IDN_R2008X,UnDefined,100
Indonesia,IDN,2009,Rural,Consumption,Unit record,IDN_R2009X,UnDefined,100
Indonesia,IDN,2010,Rural,Consumption,Unit record,IDN_R2010X,UnDefined,100
Indonesia,IDN,2011,Rural,Consumption,Unit record,IDN_R2011X,UnDefined,100
Indonesia,IDN,2012,Rural,Consumption,Unit record,IDN_R2012X,UnDefined,100
Indonesia,IDN,2013,Rural,Consumption,Unit record,IDN_R2013X,UnDefined,100
Indonesia,IDN,2014,Rural,Consumption,Unit record,IDN_R2014X,UnDefined,100
Indonesia,IDN,1984,Urban,Consumption,Grouped,IDN_U1984X,UnDefined,10
Indonesia,IDN,1987,Urban,Consumption,Grouped,IDN_U1987X,UnDefined,10
Indonesia,IDN,1990,Urban,Consumption,Grouped,IDN_U1990X,UnDefined,38
Indonesia,IDN,1993,Urban,Consumption,Unit record,IDN_U1993X,UnDefined,100
Indonesia,IDN,1996,Urban,Consumption,Unit record,IDN_U1996X,UnDefined,100
Indonesia,IDN,1998,Urban,Consumption,Unit record,IDN_U1998X,UnDefined,100
Indonesia,IDN,1999,Urban,Consumption,Unit record,IDN_U1999X,UnDefined,100
Indonesia,IDN,2000,Urban,Consumption,Unit record,IDN_U2000X,UnDefined,100
Indonesia,IDN,2001,Urban,Consumption,Unit record,IDN_U2001X,UnDefined,100
Indonesia,IDN,2002,Urban,Consumption,Unit record,IDN_U2002X,UnDefined,100
Indonesia,IDN,2003,Urban,Consumption,Unit record,IDN_U2003X,UnDefined,100
Indonesia,IDN,2004,Urban,Consumption,Unit record,IDN_U2004X,UnDefined,100
Indonesia,IDN,2005,Urban,Consumption,Unit record,IDN_U2005X,UnDefined,100
Indonesia,IDN,2006,Urban,Consumption,Unit record,IDN_U2006X,UnDefined,100
Indonesia,IDN,2007,Urban,Consumption,Unit record,IDN_U2007X,UnDefined,100
Indonesia,IDN,2008,Urban,Consumption,Unit record,IDN_U2008X,UnDefined,100
Indonesia,IDN,2009,Urban,Consumption,Unit record,IDN_U2009X,UnDefined,100
Indonesia,IDN,2010,Urban,Consumption,Unit record,IDN_U2010X,UnDefined,100
Indonesia,IDN,2011,Urban,Consumption,Unit record,IDN_U2011X,UnDefined,100
Indonesia,IDN,2012,Urban,Consumption,Unit record,IDN_U2012X,UnDefined,100
Indonesia,IDN,2013,Urban,Consumption,Unit record,IDN_U2013X,UnDefined,100
Indonesia,IDN,2014,Urban,Consumption,Unit record,IDN_U2014X,UnDefined,100
Indonesia,IDN,1984,Rural,Consumption,Grouped,IDN_R1984X,UnDefined,10
Indonesia,IDN,1984,Urban,Consumption,Grouped,IDN_U1984X,UnDefined,10
Indonesia,IDN,1987,Rural,Consumption,Grouped,IDN_R1987X,UnDefined,10
Indonesia,IDN,1987,Urban,Consumption,Grouped,IDN_U1987X,UnDefined,10
Indonesia,IDN,1990,Rural,Consumption,Grouped,IDN_R1990X,UnDefined,38
Indonesia,IDN,1990,Urban,Consumption,Grouped,IDN_U1990X,UnDefined,38
Indonesia,IDN,1993,Rural,Consumption,Unit record,IDN_R1993X,UnDefined,100
Indonesia,IDN,1993,Urban,Consumption,Unit record,IDN_U1993X,UnDefined,100
Indonesia,IDN,1996,Rural,Consumption,Unit record,IDN_R1996X,UnDefined,100
Indonesia,IDN,1996,Urban,Consumption,Unit record,IDN_U1996X,UnDefined,100
Indonesia,IDN,1998,Rural,Consumption,Unit record,IDN_R1998X,UnDefined,100
Indonesia,IDN,1998,Urban,Consumption,Unit record,IDN_U1998X,UnDefined,100
Indonesia,IDN,1999,Rural,Consumption,Unit record,IDN_R1999X,UnDefined,100
Indonesia,IDN,1999,Urban,Consumption,Unit record,IDN_U1999X,UnDefined,100
Indonesia,IDN,2000,Rural,Consumption,Unit record,IDN_R2000X,UnDefined,100
Indonesia,IDN,2000,Urban,Consumption,Unit record,IDN_U2000X,UnDefined,100
Indonesia,IDN,2001,Rural,Consumption,Unit record,IDN_R2001X,UnDefined,100
Indonesia,IDN,2001,Urban,Consumption,Unit record,IDN_U2001X,UnDefined,100
Indonesia,IDN,2002,Rural,Consumption,Unit record,IDN_R2002X,UnDefined,100
Indonesia,IDN,2002,Urban,Consumption,Unit record,IDN_U2002X,UnDefined,100
Indonesia,IDN,2003,Rural,Consumption,Unit record,IDN_R2003X,UnDefined,100
